Date Added,Status,Pest family,Pest Name,Common name or abbreviation,Type of pest,EU and EPPO listing,High levels of uncertainty associated with the risk scores for this pest,Key uncertainty,Potential impact of key uncertainty,Climate uncertainty,Potential impact of Climate uncertainty,Current Distribution uncertainty,Potential impact of Current Distribution uncertainty,UK Distribution uncertainty,Potential impact of UK Distribution uncertainty,Hosts uncertainty,Potential impact of Hosts uncertainty,Impact uncertainty,Potential impact of Impact uncertainty,Pathways uncertainty,Potential impact of Pathways uncertainty,Regulation uncertainty,Potential impact of Regulation uncertainty,Taxonomy uncertainty,Potential impact of Taxonomy uncertainty,Other uncertainty,Potential impact of Other uncertainty,Major Hosts,UK,Europe,Global Distribution,Pathways,Pathway Assessed for Entry to UK,Scenario for Risk Register,Likelihood,Impact ,Value at Risk,UK Relative Risk Rating (unmitigated),Regulation,Surveillance,Industry Scheme,Contingency plan,Awareness,Research,Likelihood,Impact ,UK Relative Risk Rating (mitigated),Regulation,Deregulation or reduced regulation,Management by Industry,Targeted Survey,PRA,Contingency Plan,Publicity,Research,Action,General Comments
14-Jul-16,Live - Archived,Tephritidae,Anastrepha serpentina,Dark fruit fly; Sapodilla fruit fly; Sapote fruit fly; Serpentine fruit fly,Insect,Regulated quarantine pest (Northern Ireland) (as Anastrepha spp.)).,,,,,,,,,,,,,,,,,,,,,,Chrysophyllum cainito; Malus domestica; Mangifera indica; Manilkara zapota; Persea americana; Pouteria caimito; Citrus,Absent,,Mexico; Brazil; Colombia; Ecuador; French Guiana; Guyana; Peru; Suriname; Venezuela; Belize; Costa Rica; Guatemala; Honduras; Panama; Trinidad and Tobago,Fruits or vegetables,Fruits or vegetables,Pest is introduced,0,0,0,1,Regulated quarantine pest (Northern Ireland),,,,,,0,0,1,,,,,,,,,No statutory action in Great Britain. Statutory action in line with regulations for Northern Ireland.,Tropical fruit fly unlikely to establish in the UK; considered to be of little or no phytosanitary risk
25-May-22,Live,Tephritidae,Anastrepha spp.,,Insect,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Anacardium; Andira; Annona; Chrysophyllum; Cucumis; Cucurbita; Eriobotrya; Eugenia; Helicostylis; Inga; Juglans; Mangifera; Manilkara; Mouriri; Passiflora; Prunus; Psidium; Spondias; Syzygium; Terminalia; Ziziphus; Citrus,Absent,,North America; South America; Central America,,,,,,,,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,Statutory action in Northern Ireland,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this pest is listed in the legislation; we are making available the information we have gathered on the pest so far. We will add new information to this pest entry in due course. 
14-Jul-16,Live - Archived,Tephritidae,Anastrepha striata,Guava fruit fly,Insect,Regulated quarantine pest (Northern Ireland)  (as Anastrepha spp.),,,,,,,,,,,,,,,,,,,,,,Chrysophyllum cainito; Diospyros digyna; Mangifera indica; Persea americana; Prunus persica; Psidium guajava; Psidium guineense; Syzygium jambos; Terminalia catappa; Citrus,Absent,,Mexico; Bolivia; Brazil; Colombia; Ecuador; French Guiana; Peru; Suriname; Venezuela; Belize; Costa Rica; Guatemala; Honduras; Panama; Trinidad and Tobago,Fruits or vegetables,Fruits or vegetables,Pest is introduced,0,0,0,1,Regulated quarantine pest (Northern Ireland),,,,,,0,0,1,,,,,,,,,No statutory action in Great Britain. Statutory action in line with regulations for Northern Ireland.,Tropical fruit fly unlikely to establish in the UK; considered to be of little or no phytosanitary risk
08-Oct-13,Live - Archived,Tephritidae,Anastrepha suspensa,Caribbean fruit fly; Greater Antillean fruit fly,Insect,Regulated quarantine pest (Northern Ireland) (as Anastrepha spp.). EPPO A1,,,,,,,,,,,,,,,,,,,,,,Annona; Eugenia smithii; Mangifera indica; Prunus persica; Psidium guajava; Syzygium; Terminalia catappa,Absent,,United States; French Guiana; Bahamas; Cuba; Dominican Republic; Haiti; Jamaica; Puerto Rico; British Virgin Islands,Soil/growing medium; Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),,Pest is introduced,0,0,0,1,Regulated quarantine pest (Northern Ireland),,,,,,0,0,1,,,,,,,,,No statutory action in Great Britain. Statutory action in line with regulations for Northern Ireland.,Tropical fruit fly unlikely to establish in the UK; considered to be of little or no phytosanitary risk
08-Oct-13,Live,Tymoviridae,Andean potato latent virus,,Virus or Viroid,Regulated quarantine pest; EPPO A1;,,,,,,,,,,,,,,,,,,,,,,Solanum; Solanum tuberosum,Absent,,Argentina; Bolivia; Chile; Colombia; Ecuador; Peru,Fruits or vegetables; Plants for planting (except seeds bulbs and tubers); Bulbs or tubers,Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,5,45,Regulated quarantine pest,Included in general pest survey activities,Industry accreditation scheme,,,,1,3,15,,,,,,,,,Statutory action against findings ,Virus of potatoes; effectively excluded by the prohibition on the import of potato tubers from the Americas. 
25-Jan-16,Live,Tymoviridae,Andean potato mild mosaic virus,,Virus or Viroid,Regulated quarantine pest. EPPO A1,,,,,,,,,,,,,,,,,,,,,,Solanum acaule; Solanum tuberosum,Absent,,Peru,Plants for planting (except seeds bulbs and tubers); Seeds; Bulbs or tubers; Fruits or vegetables,Bulbs or tubers,Pest is introduced,3,3,5,45,Regulated quarantine pest (in NI as potato viruses; viroids and phytoplasmas),,Industry certification scheme,,,,1,3,15,,,,,,,,,Statutory action against findings. ,Virus of potatoes; effectively excluded by the prohibition on the import of potato tubers from the Americas.
08-Oct-13,Live,Secoviridae,Andean potato mottle virus,Andean mottle of potato,Virus or Viroid,Regulated quarantine pest; EPPO A1,,,,,,,,,,,,,,,,,,,,,,Capsicum frutescens; Solanum; Solanum aethiopicum; Solanum melongena; Solanum sisymbriifolium; Solanum tuberosum,Absent,,Bolivia; Brazil; Chile; Colombia; Ecuador; Peru; Costa Rica; Honduras; Nicaragua,Fruits or vegetables; Plants for planting (except seeds bulbs and tubers); Bulbs or tubers,Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,5,45,Regulated quarantine pest,Included in general pest survey activities,Industry accreditation scheme,,,,1,3,15,,,,,,,,,Statutory action against findings. ,Virus of potatoes; effectively excluded by the prohibition on the import of potato tubers from the Americas.
15-May-17,Live,Anguinidae,Anguina pacificae,,Nematode,,,,,,,,,,,,,,,,,,,,,,,Agrostis canina; Poa annua,Absent,Ireland,United States,Agricultural machinery; Passengers,Passengers; Agricultural machinery,Pest is introduced,2,3,5,30,,,,,,,2,3,30,,,,,,,Y,,No statutory action and awareness raising,Nematode pest present on Californian golf courses; also identified on a golf course in Republic of Ireland. Risk of introduction can be mitigated by good biosecurity practice when moving machinery and equipment (including golf shoes and equipment).
20-Sep-18,Live,Curculionidae,Anisandrus maiche,,Insect,Provisional quarantine pest (Great Britain).,,Details of any impacts in the beetle?s native and introduced ranges are lacking.,,,,,,,,It is likely that additional hosts will be recorded in future.,,It is unclear what impacts A. maiche is actually having on trees; either in its native or introduced ranges.,,How A. maiche was introduced to new parts of its range. Whether spread in North America is natural or assisted by trade.,,,,,,,,Acer barbinerve; Acer mandshuricum; Alnus crispa; Alnus hirsuta; Betula davurica; Betula pendula; Corylus sieboldiana var. mandshurica; Euonymus; Fraxinus mandshurica; Gleditsia triacanthos; Juglans mandshurica; Magnolia; Phellodendron amurense; Populus tremula; Quercus robur; Syringa reticulata var. mandschurica; Ulmus minor; Betula pendula subsp. mandshurica,Absent,Switzerland; Italy; Poland; Russia; Slovenia; Ukraine,Canada; United States; China; North Korea; Russia,Plants for planting (except seeds bulbs and tubers); Firewood,Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,2,5,30,Provisional quarantine pest (Great Britain).,,,,,,3,2,30,,,,,Y,,,,Statutory action against findings,Ambrosia beetle present in Far East Asia; USA; Ukraine and European Russia.  Recorded impacts are limited; but statutory action against interceptions would be taken on a precautionary basis. A PRA will help to further assess the risk from this pest.
08-Oct-13,Live,Valsaceae,Anisogramma anomala,Blight of hazel; Eastern blight of filbert; Eastern filbert blight,Fungus,Regulated quarantine pest. EPPO A1,,,,,,,,,,,,,,,,,,,,,,Corylus; Corylus avellana; Corylus maxima,Absent,,Canada; United States,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,5,3,45,Regulated quarantine pest,,,,,,2,5,30,,,,,,,,,Statutory action against findings. ,Regulated quarantine pest of hazel from North America. 
08-Oct-13,Live - Archived,Scarabaeidae,Anomala exitialis,,Insect,,,,,,,,,,,,,,,,,,,,,,,Malus; Manihot esculenta; Nicotiana tabacum; Saccharum officinarum,Absent,,Tanzania; Zimbabwe,Hitchhiking; Cut flowers or branches,Hitchhiking,Pest is introduced,2,2,4,16,UK general powers  (unlisted),,,,,,2,2,16,,,,,,,,,No statutory action,Hitchhiking beetle pest from SE Africa; intercepted once in the UK in the 1990s. Considered unlikely to pose a risk to UK.
08-Oct-13,Live,Cerambycidae,Anoplophora chinensis,Black and white longhorn; Citrus longhorn; Citrus longhorn beetle; Citrus root cerambycid,Insect,Regulated quarantine pest; also regulated by emergency measures. EPPO A2,,,,,,,,,,,,,,,,,,,,,,Acer; Acer palmatum; Acer saccharinum; Aesculus hippocastanum; Alnus; Betula; Carpinus; Casuarina; Citrus limon; Citrus paradisi; Citrus reticulata; Citrus sinensis; Cornus; Corylus; Corylus avellana; Corylus maxima; Cotoneaster; Crataegus; Cryptomeria japonica; Fagus; Ficus; Hibiscus; Juglans; Lagerstroemia indica; Litchi chinensis; Mallotus philippensis; Malus; Melia azedarach; Morus; Platanus; Platanus occidentalis; Platanus orientalis; Populus; Prunus; Prunus laurocerasus; Pyrus; Rosa; Salix; Ulmus; Vaccinium; Zanthoxylum; Citrus; Lagerstroemia,Absent,France; Croatia; Italy; T�rkiye,China; Indonesia; Japan; North Korea; South Korea; Myanmar; Malaysia; Philippines; Taiwan; Vietnam,Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,4,3,5,60,Regulated quarantine pest; emergency measures,Targeted surveys,,Pest specific plan available,UK orIndustry awarness,Targeted UK projects,2,3,30,,,,,,,,,Statutory action against findings. ,Longhorn beetle native to Asia which has been introduced to parts of Europe; where there are ongoing eradication and containment efforts. Recognised threat to a wide range of deciduous trees native to the UK. Already regulated; it is a priority for continued surveillance and statutory action.
08-Oct-13,Live,Cerambycidae,Anoplophora glabripennis,Asian longhorn beetle; Starry sky beetle,Insect,Regulated quarantine pest; also regulated by emergency measures. EPPO A2,,,,,,,,,,,,,,,,,,,,,,Acer; Acer platanoides; Acer pseudoplatanus; Acer saccharinum; Acer saccharum; Acer tegmentosum; Acer truncatum; Aesculus; Aesculus hippocastanum; Albizia julibrissin; Alnus; Betula; Carpinus; Cercidiphyllum; Corylus; Corylus colurna; Elaeagnus angustifolia; Fagus; Fraxinus; Koelreuteria; Koelreuteria paniculata; Malus domestica; Morus alba; Platanus; Populus; Prunus; Prunus serrulata; Pyrus bretschneideri; Salix; Tilia; Ulmus; Fagus sylvatica; Acer negundo,Absent,Austria; Belgium; Switzerland; Germany; Finland; France; Italy; Montenegro; Netherlands,Canada; United States; China; Japan; North Korea; South Korea; Russia,Plants for planting (except seeds bulbs and tubers); Wood and wood products:; Wood packaging material,Wood packaging material,Pest is introduced,4,4,5,80,Regulated quarantine pest Emergency measures,Targeted surveys,Industry surveillance; awareness,Pest specific plan available,UK national awareness,Targeted UK projects,2,4,40,,,,Y,,,Y,,Statutory action against findings. Continued awareness raising and surveillance.,Recognised threat to a wide range of deciduous trees native to the UK.  Single outbreak in the UK confirmed (in 2019) as eradicated.  Already regulated; it is a priority for continued surveillance and statutory action. The risk of entry is further mitigated by legislation requiring the monitoring of wooden packaging material originating from China.
14-Mar-25,Live,Cerambycidae,Anoplophora horsfieldii,Chinaberry yellow-banded longhorn beetle,Insect,EPPO alert list,,Impacts on host species present in UK,,UK climate suitability is currently inferred from other Anoplophora species,,,,,,The beetle could feed on different hosts if given the opportunity in a new range,,Potential for host mortality outside of native range. No information available on impacts in its native range.,,,,,,,,,,Camellia oleifera; Camellia sinensis; Celtis sinensis; Melia azedarach; Quercus glauca; Ulmus; Ulmus pumila; Citrus,,,China; India; South Korea; Laos; Thailand; Taiwan; Vietnam,Plants for planting (except seeds bulbs and tubers); Cut flowers or branches; Wood packaging material; Hitchhiking,Wood packaging material,Pest is introduced,2,3,5,30,,,,,,,2,3,30,,,,,Y,,,,Statutory action.,Longhorn beetle that is present in China and South-East Asia; recently expanding its range to South Korea. Although information on impacts is limited; damage from larval feeding might be expected on oak and elm in the wider environment as well as Camellia. Other beetles within this genus are known to be highly damaging.
08-Oct-13,Live,Curculionidae,Anthonomus bisignifer,Japanese strawberry blossom weevil,Insect,Regulated quarantine pest. EPPO A1,,,,,,,,,,,,,,,,,,,,,,Fragaria; Fragaria x ananassa,Absent,Russia,Japan; North Korea; South Korea,Fruits or vegetables; Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,5,45,Regulated quarantine pest,,Industry accreditation scheme,,,,2,3,30,,,,,,,,,Statutory action against findings.,Polyphagous fruit weevil pest in eastern Asia. Pest already regulated; monitor for new pathways (e.g. Fragaria fruit from Asia)
08-Oct-13,Live,Curculionidae,Anthonomus eugenii,Pepper weevil,Insect,Regulated quarantine pest. EPPO A1,,,,,,,,,,,,,,,,,,,,,,Capsicum; Capsicum annuum; Capsicum frutescens; Solanum melongena,Absent,Italy,Mexico; United States; French Polynesia; Costa Rica; Dominican Republic; Guatemala; Honduras; Nicaragua; Puerto Rico; El Salvador,Fruits or vegetables,Fruits or vegetables,Pest is introduced,3,4,3,36,Regulated quarantine pest,,,UK contingency plan,UK local or industry awareness,,2,4,24,,,,,,,,,Statutory action against findings,A beetle pest of peppers native to the Americas. Host crops grown under protection are at risk in the UK.
08-Oct-13,Live - Archived,Curculionidae,Anthonomus grandis,Boll weevil; Cotton boll weevil; Mexican cotton boll weevil; Southeastern boll weevil; Thurberia weevil; Weevil; boll; Weevil; cotton boll; Weevil; thurberia,Insect,Regulated quarantine pest (Northern Ireland). EPPO A1,,,,,,,,,,,,,,,,,,,,,,Gossypium barbadense; Gossypium vitifolium var. vitifolium; Gossypium hirsutum,Absent,,Mexico; United States; Argentina; Brazil; Colombia; Paraguay; Venezuela; Belize; Costa Rica; Cuba; Dominican Republic; Guatemala; Honduras; Haiti; Saint Kitts and Nevis; Martinique; Nicaragua; El Salvador,Plant parts and plant products:,,Pest is introduced,0,0,0,1,Regulated quarantine pest (Northern Ireland),,,,,,0,0,1,,,,,,,,,No statutory action in Great Britain. Statutory action in line with regulations for Northern Ireland.,A weevil pest mainly of cotton; a host not widely grown in the UK. It is considered to present a low risk to the UK.
08-Oct-13,Live,Curculionidae,Anthonomus quadrigibbus,Apple curculio; large apple curculio; Western curculio,Insect,Regulated quarantine pest,,,,,,,,,,,,,,,,,,,,,,Amelanchier; Crataegus; Cydonia oblonga; Malus; Malus domestica; Prunus; Prunus avium; Pyrus; Pyrus communis; Pyrus pyraster,Absent,,Canada; Mexico; United States,Plant waste; Soil/growing medium; Fruits or vegetables,Fruits or vegetables,Pest is introduced,2,3,4,24,Regulated quarantine pest,,,,,,2,3,24,,,,,,,,,Statutory action against findings,Beetle pest of Malus spp. and Prunus spp. from North America. Pathway is partially mitigated by existing legislation. No UK interceptions.
08-Oct-13,Live,Curculionidae,Anthonomus signatus,Strawberry Bud Weevil,Insect,Regulated quarantine pest. EPPO A1,,,,,,,,,,,,,,,,,,,,,,Fragaria; Fragaria x ananassa; Rosa; Rubus; Rubus fruticosus; Rubus idaeus; Rubus occidentalis; Vaccinium,Absent,,Canada; United States,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,5,45,Regulated quarantine pest,,Industry accreditation scheme,,,,2,3,30,,,,,,,,,Statutory action against findings.,A weevil pest of strawberries already regulated. Current regulations appear to be effectively mitigating the risk.
23-Nov-17,Live - Archived,Curculionidae,Anthonomus spilotus,Pear leaf weevil,Insect,,,UK distribution,,,,,,Known distribution comprises two orchards in Kent. No surveys have been undertaken.,,,,In southern Europe; this weevil has been recorded as attacking the flower buds of Pyrus. ,,,,,,,,,,Crataegus; Mespilus; Pyrus,Present (Limited),Belgium; Czech Republic; Germany; Spain; France; Greece; Italy; Netherlands; Portugal; Russia; Sweden,Algeria; Morocco,leaves; packing cases; Hitchhiking,Plants for planting (except seeds bulbs and tubers),Pest spreads to maximum extent,2,2,3,12,,,,,,,2,2,12,,,,,,,,,No statutory action against findings,Weevil pest of pear; widespread in Europe including a finding in Kent.  Unlikely to pose a significant plant health threat.
09-Jan-14,Live,Cicadellidae,Anzygina zealandica,Jassid; yellow; Yellow leafhopper,Insect,,,,,,,,,,,,,,,,,,,,,,,Brassica; Fragaria; Poaceae (family); Nicotiana; Solanum tuberosum,Absent,,New Zealand,Plants for planting (except seeds bulbs and tubers); Bulbs or tubers,Plants for planting (except seeds bulbs and tubers),Pest is introduced,2,3,5,30,,,,,,,2,3,30,,,,,,,,,Statutory action,Polyphagous leafhopper pest from New Zealand. There is a potential for entry on green parts of its host plants; though several potential pathways are controlled.
08-Oct-13,Live - Archived,Diaspididae,Aonidiella citrina,Yellow scale,Insect,,,,,,,,,,,,,,,,,,,,,,,Acacia; Citrofortunella microcarpa; Citrus limon; Citrus paradisi; Citrus reticulata; Citrus sinensis; Eucalyptus; Fortunella; Mangifera; Musa; Olea; Persea; Poncirus trifoliata; Populus; Prunus; Psidium; Citrus; Citroncirus,Absent,France; Greece; Italy; Russia; T�rkiye,Mexico; United States; Chile; Australia; Fiji; Papua New Guinea; Samoa; Benin; Congo (Democratic Rep.); Cote d'Ivoire; Cameroon; Ethiopia; Gabon; Guinea; Libya; Madagascar; Mali; Mauritius; Niger; Senegal; Tanzania; Afghanistan; Azerbaijan; Bangladesh; China; Indonesia; India; Iran; Japan; South Korea; Malaysia; Philippines; Pakistan; Saudi Arabia; Thailand; Taiwan; Yemen; Trinidad and Tobago,Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),,Pest is introduced,0,0,0,1,,,,,,,0,0,1,,,,,,,,,No statutory action,Scale insect pest of citrus with a wider host range. Intercepted in UK only on citrus and mango.
